home_id,title,postcode,price,street,houseNumber,city,quarter,latitude,longitude,livingSpace,numberOfRooms,balcony,garden,monthlyRate,builtInKitchen,home_url
131942743,Ihre Neue exklusive 2 Zimmer - Neubauwohnung im SCHOENEGARTEN! ,10785,2140.0,Kurfürstenstraße,41,Berlin,Tiergarten (Tiergarten),52.50084,13.36013,75.0,2.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/131942743
130292828,Neubau in Köpenick/ Altstadt fußläufig/ 5 Minuten zum Wasser,12557,1075.0,Mahlower Straße,16D,Berlin,Köpenick (Köpenick),52.43939,13.56686,62.0,2.0,true,false,N/A,false,https://www.immobilienscout24.de/expose/130292828
119809513,New! 4-Zimmer Wohnung direkt am Park/neben Schifffahrtskanal in Europacity Nähe zum Hbf Berlin Mitte,10557,2100.0,Otto-Weidt-Platz,8,Berlin,Tiergarten (Tiergarten),52.5328,13.36724,93.0,4.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/119809513
111847756,Sonniges Penthouse nahe Savignyplatz!,10629,1745.46,Wielandstr.,13,Berlin,Charlottenburg (Charlottenburg),52.50378,13.31493,96.97,2.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/111847756
129393957,Berlin-Charlottenburg - exklusive 3-Zimmerwohnung mit Einbauküche und 107 m² Dachterrasse,14059,2500.0,Heubnerweg,9,Berlin,Charlottenburg (Charlottenburg),52.52379,13.28796,129.05,3.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/129393957
113870768,Top 2-Zimmer-Apartment - großer Balkon - Einbauküche,12045,1390.0,N/A,N/A,Berlin,Neukölln (Neukölln),N/A,N/A,67.0,2.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/113870768
131949808,Lichtdurchflutete 4-Zimmer-Wohnung im Baumschulenweg,12437,1840.0,Behringstr.,29,Berlin,Baumschulenweg (Treptow),52.46559,13.49055,108.29,4.0,true,true,N/A,true,https://www.immobilienscout24.de/expose/131949808
131098381,TOP Lage am Ku’damm - Dachgeschoss – S/W-Terrasse,10709,2300.0,N/A,N/A,Berlin,Wilmersdorf (Wilmersdorf),N/A,N/A,196.3,4.0,true,false,N/A,false,https://www.immobilienscout24.de/expose/131098381
130934983,Oderbergerstr. erstbezug nach sanierung 3 Zi-Whg im VH 4.OG mit Balkon u. EBK (WE8),10435,2053.92,N/A,N/A,Berlin,Prenzlauer Berg (Prenzlauer Berg),N/A,N/A,93.36,3.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/130934983
130934989,erstbezug nach sanierung 3 Zi-Whg mit Balkon zzgl. einer sep. Wohnküche mit EBK (WE6),10435,2049.96,N/A,N/A,Berlin,Prenzlauer Berg (Prenzlauer Berg),N/A,N/A,93.18,3.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/130934989
130930463,"3-zi-dachgeschosswohnung, EBK, terrasse und aufzug am winterfeldtplatz",10781,3115.8,N/A,N/A,Berlin,Schöneberg (Schöneberg),N/A,N/A,103.86,3.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/130930463
131737133,erstbezug: 4 Zi-DG Whg in der Oderbergerstr mit Terrasse Atrium u. EBK (WE9),10435,3762.55,N/A,N/A,Berlin,Prenzlauer Berg (Prenzlauer Berg),N/A,N/A,149.11,4.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/131737133
131938561,Erstbezug Vollkomfortwohnung mit Luxusausstattung in Ruhiglage nahe Hagenplatz,14193,2600.0,Taubertstraße,17,Berlin,Grunewald (Wilmersdorf),52.48291,13.27185,88.5,3.0,true,true,N/A,true,https://www.immobilienscout24.de/expose/131938561
131820345,"Geräumige, neuwertige 1,5-Zimmer-Wohnung mit luxuriöser Innenausstattung in Charlottenburg, Berlin",10585,1400.0,N/A,N/A,Berlin,Charlottenburg (Charlottenburg),N/A,N/A,55.0,1.5,false,false,N/A,false,https://www.immobilienscout24.de/expose/131820345
